"","gorilla_id","prompt","correct_answer","opt_b","Response","is_correct","pre_post","X","L1","eng_aoa","span_aoa","port_aoa","prolific_id","lextale_score_eng","lextale_score_port","lextale_score_span"
"306",8491572,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","A",1,"post",31,"Spanish",3,0,12,"61698880c7d1d80ceaadd94c",66.25,61.6666666666667,90.8333333333333
"307",8491572,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","A",1,"post",31,"Spanish",3,0,12,"61698880c7d1d80ceaadd94c",66.25,61.6666666666667,90.8333333333333
"308",8491572,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","B",1,"pre",31,"Spanish",3,0,12,"61698880c7d1d80ceaadd94c",66.25,61.6666666666667,90.8333333333333
"309",8491572,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","A",0,"post",31,"Spanish",3,0,12,"61698880c7d1d80ceaadd94c",66.25,61.6666666666667,90.8333333333333
"310",8491572,"Mariela é uma velha amiga de Florence.","opt_a","Mariela é velha.","B",0,"pre",31,"Spanish",3,0,12,"61698880c7d1d80ceaadd94c",66.25,61.6666666666667,90.8333333333333
"311",8491744,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","B",1,"post",34,"Spanish",5,3,12,"5f2f0014688d632bfee11cbf",71.25,55,81.6666666666667
"312",8491744,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","A",1,"post",34,"Spanish",5,3,12,"5f2f0014688d632bfee11cbf",71.25,55,81.6666666666667
"313",8491744,"A pintura grande é muito cara.","opt_b","A pintura é enorme e custa muito dinheiro","B",1,"post",34,"Spanish",5,3,12,"5f2f0014688d632bfee11cbf",71.25,55,81.6666666666667
"314",8491744,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","A",1,"post",34,"Spanish",5,3,12,"5f2f0014688d632bfee11cbf",71.25,55,81.6666666666667
"315",8491744,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","A",0,"pre",34,"Spanish",5,3,12,"5f2f0014688d632bfee11cbf",71.25,55,81.6666666666667
"316",8491744,"O próprio presidente conversou com a classe.","opt_a","O presidente que já havia falado com a classe.","B",0,"pre",34,"Spanish",5,3,12,"5f2f0014688d632bfee11cbf",71.25,55,81.6666666666667
"317",8491744,"Mariela é uma velha amiga de Florence.","opt_a","Mariela é velha.","B",0,"pre",34,"Spanish",5,3,12,"5f2f0014688d632bfee11cbf",71.25,55,81.6666666666667
"318",8491744,"Santiago comprou um novo computador.","opt_a","Comprei outro computador.","A",1,"pre",34,"Spanish",5,3,12,"5f2f0014688d632bfee11cbf",71.25,55,81.6666666666667
"319",8491744,"Seus pais falam uma rara língua.","opt_b","Eles falam um idioma que muito poucas pessoas falam.","A",0,"pre",34,"Spanish",5,3,12,"5f2f0014688d632bfee11cbf",71.25,55,81.6666666666667
"320",8491744,"As grandes obras são impressionantes.","opt_b","Os trabalhos são ótimos.","B",1,"post",34,"Spanish",5,3,12,"5f2f0014688d632bfee11cbf",71.25,55,81.6666666666667
"321",8491720,"Mariela é uma velha amiga de Florence.","opt_a","Mariela é velha.","B",0,"pre",33,"Spanish",4,0,12,"617453a66b7f8a31a27a6689",82.5,61.6666666666667,97.5
"322",8491720,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","B",0,"post",33,"Spanish",4,0,12,"617453a66b7f8a31a27a6689",82.5,61.6666666666667,97.5
"323",8491720,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","B",0,"post",33,"Spanish",4,0,12,"617453a66b7f8a31a27a6689",82.5,61.6666666666667,97.5
"324",8491720,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","A",0,"pre",33,"Spanish",4,0,12,"617453a66b7f8a31a27a6689",82.5,61.6666666666667,97.5
"325",8491720,"Santiago comprou um novo computador.","opt_a","Comprei outro computador.","A",1,"pre",33,"Spanish",4,0,12,"617453a66b7f8a31a27a6689",82.5,61.6666666666667,97.5
"326",8491720,"O próprio presidente conversou com a classe.","opt_a","O presidente que já havia falado com a classe.","B",0,"pre",33,"Spanish",4,0,12,"617453a66b7f8a31a27a6689",82.5,61.6666666666667,97.5
"327",8491720,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","A",0,"post",33,"Spanish",4,0,12,"617453a66b7f8a31a27a6689",82.5,61.6666666666667,97.5
"328",8491720,"A pintura grande é muito cara.","opt_b","A pintura é enorme e custa muito dinheiro","B",1,"post",33,"Spanish",4,0,12,"617453a66b7f8a31a27a6689",82.5,61.6666666666667,97.5
"329",8491720,"Seus pais falam uma rara língua.","opt_b","Eles falam um idioma que muito poucas pessoas falam.","B",1,"pre",33,"Spanish",4,0,12,"617453a66b7f8a31a27a6689",82.5,61.6666666666667,97.5
"330",8491720,"As grandes obras são impressionantes.","opt_b","Os trabalhos são ótimos.","B",1,"post",33,"Spanish",4,0,12,"617453a66b7f8a31a27a6689",82.5,61.6666666666667,97.5
"331",8491781,"As grandes obras são impressionantes.","opt_b","Os trabalhos são ótimos.","B",1,"post",35,"Spanish",12,0,12,"5c73477642a5070001a2f940",76.25,61.6666666666667,97.5
"332",8491781,"O próprio presidente conversou com a classe.","opt_a","O presidente que já havia falado com a classe.","A",1,"pre",35,"Spanish",12,0,12,"5c73477642a5070001a2f940",76.25,61.6666666666667,97.5
"333",8491781,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","A",1,"post",35,"Spanish",12,0,12,"5c73477642a5070001a2f940",76.25,61.6666666666667,97.5
"334",8491781,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","B",1,"post",35,"Spanish",12,0,12,"5c73477642a5070001a2f940",76.25,61.6666666666667,97.5
"335",8491781,"Seus pais falam uma rara língua.","opt_b","Eles falam um idioma que muito poucas pessoas falam.","B",1,"pre",35,"Spanish",12,0,12,"5c73477642a5070001a2f940",76.25,61.6666666666667,97.5
"336",8491781,"Santiago comprou um novo computador.","opt_a","Comprei outro computador.","B",0,"pre",35,"Spanish",12,0,12,"5c73477642a5070001a2f940",76.25,61.6666666666667,97.5
"337",8491781,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","A",1,"post",35,"Spanish",12,0,12,"5c73477642a5070001a2f940",76.25,61.6666666666667,97.5
"338",8491781,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","A",0,"pre",35,"Spanish",12,0,12,"5c73477642a5070001a2f940",76.25,61.6666666666667,97.5
"339",8491781,"Mariela é uma velha amiga de Florence.","opt_a","Mariela é velha.","A",1,"pre",35,"Spanish",12,0,12,"5c73477642a5070001a2f940",76.25,61.6666666666667,97.5
"340",8491781,"A pintura grande é muito cara.","opt_b","A pintura é enorme e custa muito dinheiro","A",0,"post",35,"Spanish",12,0,12,"5c73477642a5070001a2f940",76.25,61.6666666666667,97.5
"341",8491856,"A pintura grande é muito cara.","opt_b","A pintura é enorme e custa muito dinheiro","A",0,"post",36,"Spanish",5,0,12,"60f49505c949c2feff3db2d7",52.5,44.1666666666667,60
"342",8491856,"Mariela é uma velha amiga de Florence.","opt_a","Mariela é velha.","A",1,"pre",36,"Spanish",5,0,12,"60f49505c949c2feff3db2d7",52.5,44.1666666666667,60
"343",8491856,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","B",1,"post",36,"Spanish",5,0,12,"60f49505c949c2feff3db2d7",52.5,44.1666666666667,60
"344",8491856,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","B",0,"post",36,"Spanish",5,0,12,"60f49505c949c2feff3db2d7",52.5,44.1666666666667,60
"345",8491856,"As grandes obras são impressionantes.","opt_b","Os trabalhos são ótimos.","B",1,"post",36,"Spanish",5,0,12,"60f49505c949c2feff3db2d7",52.5,44.1666666666667,60
"346",8491856,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","A",0,"pre",36,"Spanish",5,0,12,"60f49505c949c2feff3db2d7",52.5,44.1666666666667,60
"347",8491856,"Seus pais falam uma rara língua.","opt_b","Eles falam um idioma que muito poucas pessoas falam.","B",1,"pre",36,"Spanish",5,0,12,"60f49505c949c2feff3db2d7",52.5,44.1666666666667,60
"348",8491856,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","A",1,"post",36,"Spanish",5,0,12,"60f49505c949c2feff3db2d7",52.5,44.1666666666667,60
"349",8491856,"Santiago comprou um novo computador.","opt_a","Comprei outro computador.","B",0,"pre",36,"Spanish",5,0,12,"60f49505c949c2feff3db2d7",52.5,44.1666666666667,60
"350",8491856,"O próprio presidente conversou com a classe.","opt_a","O presidente que já havia falado com a classe.","B",0,"pre",36,"Spanish",5,0,12,"60f49505c949c2feff3db2d7",52.5,44.1666666666667,60
"351",8492019,"Santiago comprou um novo computador.","opt_a","Comprei outro computador.","A",1,"pre",38,"Spanish",6,1,9,"6032a88a2b8e882a37cc2766",56.25,58.3333333333333,59.1666666666667
"352",8492019,"A pintura grande é muito cara.","opt_b","A pintura é enorme e custa muito dinheiro","A",0,"post",38,"Spanish",6,1,9,"6032a88a2b8e882a37cc2766",56.25,58.3333333333333,59.1666666666667
"353",8492019,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","A",1,"post",38,"Spanish",6,1,9,"6032a88a2b8e882a37cc2766",56.25,58.3333333333333,59.1666666666667
"354",8492019,"O próprio presidente conversou com a classe.","opt_a","O presidente que já havia falado com a classe.","A",1,"pre",38,"Spanish",6,1,9,"6032a88a2b8e882a37cc2766",56.25,58.3333333333333,59.1666666666667
"355",8492019,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","B",1,"post",38,"Spanish",6,1,9,"6032a88a2b8e882a37cc2766",56.25,58.3333333333333,59.1666666666667
"356",8492019,"Mariela é uma velha amiga de Florence.","opt_a","Mariela é velha.","B",0,"pre",38,"Spanish",6,1,9,"6032a88a2b8e882a37cc2766",56.25,58.3333333333333,59.1666666666667
"357",8492019,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","B",1,"pre",38,"Spanish",6,1,9,"6032a88a2b8e882a37cc2766",56.25,58.3333333333333,59.1666666666667
"358",8492019,"As grandes obras são impressionantes.","opt_b","Os trabalhos são ótimos.","B",1,"post",38,"Spanish",6,1,9,"6032a88a2b8e882a37cc2766",56.25,58.3333333333333,59.1666666666667
"359",8492019,"Seus pais falam uma rara língua.","opt_b","Eles falam um idioma que muito poucas pessoas falam.","B",1,"pre",38,"Spanish",6,1,9,"6032a88a2b8e882a37cc2766",56.25,58.3333333333333,59.1666666666667
"360",8492019,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","B",0,"post",38,"Spanish",6,1,9,"6032a88a2b8e882a37cc2766",56.25,58.3333333333333,59.1666666666667
"361",8492303,"Mariela é uma velha amiga de Florence.","opt_a","Mariela é velha.","B",0,"pre",43,"Spanish",6,0,12,"5b19a8072767e20001e4eaaf",71.25,66.6666666666667,96.6666666666667
"362",8492303,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","A",1,"post",43,"Spanish",6,0,12,"5b19a8072767e20001e4eaaf",71.25,66.6666666666667,96.6666666666667
"363",8492303,"A pintura grande é muito cara.","opt_b","A pintura é enorme e custa muito dinheiro","B",1,"post",43,"Spanish",6,0,12,"5b19a8072767e20001e4eaaf",71.25,66.6666666666667,96.6666666666667
"364",8492303,"Seus pais falam uma rara língua.","opt_b","Eles falam um idioma que muito poucas pessoas falam.","A",0,"pre",43,"Spanish",6,0,12,"5b19a8072767e20001e4eaaf",71.25,66.6666666666667,96.6666666666667
"365",8492303,"O próprio presidente conversou com a classe.","opt_a","O presidente que já havia falado com a classe.","A",1,"pre",43,"Spanish",6,0,12,"5b19a8072767e20001e4eaaf",71.25,66.6666666666667,96.6666666666667
"366",8492303,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","A",1,"post",43,"Spanish",6,0,12,"5b19a8072767e20001e4eaaf",71.25,66.6666666666667,96.6666666666667
"367",8492303,"As grandes obras são impressionantes.","opt_b","Os trabalhos são ótimos.","B",1,"post",43,"Spanish",6,0,12,"5b19a8072767e20001e4eaaf",71.25,66.6666666666667,96.6666666666667
"368",8492303,"Santiago comprou um novo computador.","opt_a","Comprei outro computador.","A",1,"pre",43,"Spanish",6,0,12,"5b19a8072767e20001e4eaaf",71.25,66.6666666666667,96.6666666666667
"369",8492303,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","B",1,"pre",43,"Spanish",6,0,12,"5b19a8072767e20001e4eaaf",71.25,66.6666666666667,96.6666666666667
"370",8492303,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","A",0,"post",43,"Spanish",6,0,12,"5b19a8072767e20001e4eaaf",71.25,66.6666666666667,96.6666666666667
"371",8492129,"As grandes obras são impressionantes.","opt_b","Os trabalhos são ótimos.","A",0,"post",39,"__other",0,0,12,"605d5a6066ab82b353e53c15",72.5,60,90
"372",8492129,"Seus pais falam uma rara língua.","opt_b","Eles falam um idioma que muito poucas pessoas falam.","A",0,"pre",39,"__other",0,0,12,"605d5a6066ab82b353e53c15",72.5,60,90
"373",8492129,"Santiago comprou um novo computador.","opt_a","Comprei outro computador.","A",1,"pre",39,"__other",0,0,12,"605d5a6066ab82b353e53c15",72.5,60,90
"374",8492129,"Mariela é uma velha amiga de Florence.","opt_a","Mariela é velha.","A",1,"pre",39,"__other",0,0,12,"605d5a6066ab82b353e53c15",72.5,60,90
"375",8492129,"A pintura grande é muito cara.","opt_b","A pintura é enorme e custa muito dinheiro","B",1,"post",39,"__other",0,0,12,"605d5a6066ab82b353e53c15",72.5,60,90
"376",8492129,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","B",1,"post",39,"__other",0,0,12,"605d5a6066ab82b353e53c15",72.5,60,90
"377",8492129,"O próprio presidente conversou com a classe.","opt_a","O presidente que já havia falado com a classe.","A",1,"pre",39,"__other",0,0,12,"605d5a6066ab82b353e53c15",72.5,60,90
"378",8492129,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","B",0,"post",39,"__other",0,0,12,"605d5a6066ab82b353e53c15",72.5,60,90
"379",8492129,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","B",0,"post",39,"__other",0,0,12,"605d5a6066ab82b353e53c15",72.5,60,90
"380",8492129,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","B",1,"pre",39,"__other",0,0,12,"605d5a6066ab82b353e53c15",72.5,60,90
"381",8492374,"O próprio presidente conversou com a classe.","opt_a","O presidente que já havia falado com a classe.","B",0,"pre",45,"Spanish",4,0,12,"60afddbaab9ad3e949ac0114",60,50,70.8333333333333
"382",8492374,"As grandes obras são impressionantes.","opt_b","Os trabalhos são ótimos.","A",0,"post",45,"Spanish",4,0,12,"60afddbaab9ad3e949ac0114",60,50,70.8333333333333
"383",8492374,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","A",0,"post",45,"Spanish",4,0,12,"60afddbaab9ad3e949ac0114",60,50,70.8333333333333
"384",8492374,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","A",0,"pre",45,"Spanish",4,0,12,"60afddbaab9ad3e949ac0114",60,50,70.8333333333333
"385",8492374,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","B",0,"post",45,"Spanish",4,0,12,"60afddbaab9ad3e949ac0114",60,50,70.8333333333333
"386",8492374,"Mariela é uma velha amiga de Florence.","opt_a","Mariela é velha.","A",1,"pre",45,"Spanish",4,0,12,"60afddbaab9ad3e949ac0114",60,50,70.8333333333333
"387",8492374,"A pintura grande é muito cara.","opt_b","A pintura é enorme e custa muito dinheiro","B",1,"post",45,"Spanish",4,0,12,"60afddbaab9ad3e949ac0114",60,50,70.8333333333333
"388",8492374,"Santiago comprou um novo computador.","opt_a","Comprei outro computador.","B",0,"pre",45,"Spanish",4,0,12,"60afddbaab9ad3e949ac0114",60,50,70.8333333333333
"389",8492374,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","B",0,"post",45,"Spanish",4,0,12,"60afddbaab9ad3e949ac0114",60,50,70.8333333333333
"390",8492374,"Seus pais falam uma rara língua.","opt_b","Eles falam um idioma que muito poucas pessoas falam.","A",0,"pre",45,"Spanish",4,0,12,"60afddbaab9ad3e949ac0114",60,50,70.8333333333333
"391",8492360,"O próprio presidente conversou com a classe.","opt_a","O presidente que já havia falado com a classe.","B",0,"pre",44,"Spanish",4,0,12,"613b701e364fa985cac6c40b",78.75,48.3333333333333,76.6666666666667
"392",8492360,"Seus pais falam uma rara língua.","opt_b","Eles falam um idioma que muito poucas pessoas falam.","B",1,"pre",44,"Spanish",4,0,12,"613b701e364fa985cac6c40b",78.75,48.3333333333333,76.6666666666667
"393",8492360,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","A",0,"post",44,"Spanish",4,0,12,"613b701e364fa985cac6c40b",78.75,48.3333333333333,76.6666666666667
"394",8492360,"As grandes obras são impressionantes.","opt_b","Os trabalhos são ótimos.","B",1,"post",44,"Spanish",4,0,12,"613b701e364fa985cac6c40b",78.75,48.3333333333333,76.6666666666667
"395",8492360,"Mariela é uma velha amiga de Florence.","opt_a","Mariela é velha.","A",1,"pre",44,"Spanish",4,0,12,"613b701e364fa985cac6c40b",78.75,48.3333333333333,76.6666666666667
"396",8492360,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","A",0,"pre",44,"Spanish",4,0,12,"613b701e364fa985cac6c40b",78.75,48.3333333333333,76.6666666666667
"397",8492360,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","A",1,"post",44,"Spanish",4,0,12,"613b701e364fa985cac6c40b",78.75,48.3333333333333,76.6666666666667
"398",8492360,"Santiago comprou um novo computador.","opt_a","Comprei outro computador.","A",1,"pre",44,"Spanish",4,0,12,"613b701e364fa985cac6c40b",78.75,48.3333333333333,76.6666666666667
"399",8492360,"A pintura grande é muito cara.","opt_b","A pintura é enorme e custa muito dinheiro","A",0,"post",44,"Spanish",4,0,12,"613b701e364fa985cac6c40b",78.75,48.3333333333333,76.6666666666667
"400",8492360,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","A",1,"post",44,"Spanish",4,0,12,"613b701e364fa985cac6c40b",78.75,48.3333333333333,76.6666666666667
"401",8492396,"Seus pais falam uma rara língua.","opt_b","Eles falam um idioma que muito poucas pessoas falam.","A",0,"pre",47,"Spanish",2,1,0,"5ef37588bfe86a0ca12ba515",72.5,54.1666666666667,77.5
"402",8492396,"A pintura grande é muito cara.","opt_b","A pintura é enorme e custa muito dinheiro","B",1,"post",47,"Spanish",2,1,0,"5ef37588bfe86a0ca12ba515",72.5,54.1666666666667,77.5
"403",8492396,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","B",1,"post",47,"Spanish",2,1,0,"5ef37588bfe86a0ca12ba515",72.5,54.1666666666667,77.5
"404",8492396,"O próprio presidente conversou com a classe.","opt_a","O presidente que já havia falado com a classe.","B",0,"pre",47,"Spanish",2,1,0,"5ef37588bfe86a0ca12ba515",72.5,54.1666666666667,77.5
"405",8492396,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","A",1,"post",47,"Spanish",2,1,0,"5ef37588bfe86a0ca12ba515",72.5,54.1666666666667,77.5
"406",8492396,"Santiago comprou um novo computador.","opt_a","Comprei outro computador.","A",1,"pre",47,"Spanish",2,1,0,"5ef37588bfe86a0ca12ba515",72.5,54.1666666666667,77.5
"407",8492396,"As grandes obras são impressionantes.","opt_b","Os trabalhos são ótimos.","B",1,"post",47,"Spanish",2,1,0,"5ef37588bfe86a0ca12ba515",72.5,54.1666666666667,77.5
"408",8492396,"Mariela é uma velha amiga de Florence.","opt_a","Mariela é velha.","A",1,"pre",47,"Spanish",2,1,0,"5ef37588bfe86a0ca12ba515",72.5,54.1666666666667,77.5
"409",8492396,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","A",0,"pre",47,"Spanish",2,1,0,"5ef37588bfe86a0ca12ba515",72.5,54.1666666666667,77.5
"410",8492396,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","B",0,"post",47,"Spanish",2,1,0,"5ef37588bfe86a0ca12ba515",72.5,54.1666666666667,77.5
"411",8492439,"O próprio presidente conversou com a classe.","opt_a","O presidente que já havia falado com a classe.","A",1,"pre",49,"Spanish",10,0,12,"5f55136768e37c8a6616bb09",78.75,58.3333333333333,93.3333333333333
"412",8492439,"Mariela é uma velha amiga de Florence.","opt_a","Mariela é velha.","A",1,"pre",49,"Spanish",10,0,12,"5f55136768e37c8a6616bb09",78.75,58.3333333333333,93.3333333333333
"413",8492439,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","A",0,"pre",49,"Spanish",10,0,12,"5f55136768e37c8a6616bb09",78.75,58.3333333333333,93.3333333333333
"414",8492439,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","A",1,"post",49,"Spanish",10,0,12,"5f55136768e37c8a6616bb09",78.75,58.3333333333333,93.3333333333333
"415",8492439,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","A",1,"post",49,"Spanish",10,0,12,"5f55136768e37c8a6616bb09",78.75,58.3333333333333,93.3333333333333
"416",8492439,"Santiago comprou um novo computador.","opt_a","Comprei outro computador.","A",1,"pre",49,"Spanish",10,0,12,"5f55136768e37c8a6616bb09",78.75,58.3333333333333,93.3333333333333
"417",8492439,"As grandes obras são impressionantes.","opt_b","Os trabalhos são ótimos.","B",1,"post",49,"Spanish",10,0,12,"5f55136768e37c8a6616bb09",78.75,58.3333333333333,93.3333333333333
"418",8492439,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","B",1,"post",49,"Spanish",10,0,12,"5f55136768e37c8a6616bb09",78.75,58.3333333333333,93.3333333333333
"419",8492439,"Seus pais falam uma rara língua.","opt_b","Eles falam um idioma que muito poucas pessoas falam.","A",0,"pre",49,"Spanish",10,0,12,"5f55136768e37c8a6616bb09",78.75,58.3333333333333,93.3333333333333
"420",8492439,"A pintura grande é muito cara.","opt_b","A pintura é enorme e custa muito dinheiro","B",1,"post",49,"Spanish",10,0,12,"5f55136768e37c8a6616bb09",78.75,58.3333333333333,93.3333333333333
"421",8492442,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","A",1,"post",50,"Spanish",2,0,0,"613a731981ce3c31716018be",52.5,46.6666666666667,55.8333333333333
"422",8492442,"Seus pais falam uma rara língua.","opt_b","Eles falam um idioma que muito poucas pessoas falam.","A",0,"pre",50,"Spanish",2,0,0,"613a731981ce3c31716018be",52.5,46.6666666666667,55.8333333333333
"423",8492442,"As grandes obras são impressionantes.","opt_b","Os trabalhos são ótimos.","B",1,"post",50,"Spanish",2,0,0,"613a731981ce3c31716018be",52.5,46.6666666666667,55.8333333333333
"424",8492442,"Mariela é uma velha amiga de Florence.","opt_a","Mariela é velha.","B",0,"pre",50,"Spanish",2,0,0,"613a731981ce3c31716018be",52.5,46.6666666666667,55.8333333333333
"425",8492442,"Santiago comprou um novo computador.","opt_a","Comprei outro computador.","A",1,"pre",50,"Spanish",2,0,0,"613a731981ce3c31716018be",52.5,46.6666666666667,55.8333333333333
"426",8492442,"O próprio presidente conversou com a classe.","opt_a","O presidente que já havia falado com a classe.","A",1,"pre",50,"Spanish",2,0,0,"613a731981ce3c31716018be",52.5,46.6666666666667,55.8333333333333
"427",8492442,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","A",1,"post",50,"Spanish",2,0,0,"613a731981ce3c31716018be",52.5,46.6666666666667,55.8333333333333
"428",8492442,"A pintura grande é muito cara.","opt_b","A pintura é enorme e custa muito dinheiro","B",1,"post",50,"Spanish",2,0,0,"613a731981ce3c31716018be",52.5,46.6666666666667,55.8333333333333
"429",8492442,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","A",0,"post",50,"Spanish",2,0,0,"613a731981ce3c31716018be",52.5,46.6666666666667,55.8333333333333
"430",8492442,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","A",0,"pre",50,"Spanish",2,0,0,"613a731981ce3c31716018be",52.5,46.6666666666667,55.8333333333333
"431",8492298,"Meu amigo velho vem comer conosco","opt_b","Meu amigo não é jovem.","B",1,"pre",42,"English",0,12,12,"63614aeb3f34e1c14e619dd1",100,80,63.3333333333333
"432",8492298,"As grandes obras são impressionantes.","opt_b","Os trabalhos são ótimos.","A",0,"post",42,"English",0,12,12,"63614aeb3f34e1c14e619dd1",100,80,63.3333333333333
"433",8492298,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","B",1,"post",42,"English",0,12,12,"63614aeb3f34e1c14e619dd1",100,80,63.3333333333333
"434",8492298,"Minha avó tem duas lâmpadas antigas na sala.","opt_a","Possui dois Lumpears na sala de estar que as relíquias.","B",0,"post",42,"English",0,12,12,"63614aeb3f34e1c14e619dd1",100,80,63.3333333333333
"435",8492298,"Seus pais falam uma rara língua.","opt_b","Eles falam um idioma que muito poucas pessoas falam.","B",1,"pre",42,"English",0,12,12,"63614aeb3f34e1c14e619dd1",100,80,63.3333333333333
"436",8492298,"Mariela é uma velha amiga de Florence.","opt_a","Mariela é velha.","A",1,"pre",42,"English",0,12,12,"63614aeb3f34e1c14e619dd1",100,80,63.3333333333333
"437",8492298,"Santiago comprou um novo computador.","opt_a","Comprei outro computador.","A",1,"pre",42,"English",0,12,12,"63614aeb3f34e1c14e619dd1",100,80,63.3333333333333
"438",8492298,"A pintura grande é muito cara.","opt_b","A pintura é enorme e custa muito dinheiro","B",1,"post",42,"English",0,12,12,"63614aeb3f34e1c14e619dd1",100,80,63.3333333333333
"439",8492298,"O próprio presidente conversou com a classe.","opt_a","O presidente que já havia falado com a classe.","A",1,"pre",42,"English",0,12,12,"63614aeb3f34e1c14e619dd1",100,80,63.3333333333333
"440",8492298,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","A",1,"post",42,"English",0,12,12,"63614aeb3f34e1c14e619dd1",100,80,63.3333333333333
"441",8492499,"Naquela casa, mora um homem sozinho.","opt_a","O homem se sente sozinho.","B",0,"post",57,"English",0,10,12,"63d6d9dec9ddc5dd52a289d2",70,54.1666666666667,51.6666666666667
"442",8492499,"O próprio presidente conversou com a classe.","opt_a","O presidente que já havia falado com a classe.","B",0,"pre",57,"English",0,10,12,"63d6d9dec9ddc5dd52a289d2",70,54.1666666666667,51.6666666666667
"443",8492499,"Marta é a pessoa única de quem falei.","opt_b","Não contei a você sobre mais ninguém, além de Marta.","A",0,"post",57,"English",0,10,12,"63d6d9dec9ddc5dd52a289d2",70,54.1666666666667,51.6666666666667
